Order_ID,Order_Date,Region,State,Segment,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit,Month,Year,Profit_Margin_Percent
ORD-00690,2025-03-25,East,West Bengal,Corporate,Furniture,Chairs,8,9965.1,0.15,67762.71,18242.11,2025-03,2025,26.92
ORD-00691,2025-03-30,East,Bihar,Consumer,Office Supplies,Binders,7,824.07,0.0,5768.49,1415.75,2025-03,2025,24.54
ORD-00692,2025-05-17,South,Karnataka,Consumer,Technology,Accessories,2,822.25,0.1,1480.05,270.69,2025-05,2025,18.29
ORD-00693,2025-09-28,North,Haryana,Consumer,Furniture,Bookcases,4,14313.64,0.05,54391.82,12477.79,2025-09,2025,22.94
ORD-00694,2025-11-03,North,Punjab,Consumer,Furniture,Chairs,3,5875.04,0.0,17625.12,5397.27,2025-11,2025,30.62
ORD-00695,2025-09-04,North,Uttar Pradesh,Consumer,Technology,Accessories,4,2717.76,0.0,10871.05,2557.99,2025-09,2025,23.53
ORD-00696,2025-11-01,South,Andhra Pradesh,Consumer,Technology,Phones,8,17852.84,0.05,135681.58,24466.01,2025-11,2025,18.03
ORD-00697,2025-07-27,South,Tamil Nadu,Corporate,Furniture,Chairs,7,8265.76,0.0,57860.33,9879.04,2025-07,2025,17.07
ORD-00698,2025-11-10,South,Andhra Pradesh,Consumer,Office Supplies,Binders,1,329.33,0.05,312.86,94.95,2025-11,2025,30.35
ORD-00699,2025-02-21,North,Haryana,Consumer,Technology,Laptops,7,73373.23,0.0,513612.61,91866.98,2025-02,2025,17.89
ORD-00700,2025-04-26,East,Bihar,Corporate,Furniture,Chairs,6,11524.57,0.0,69147.44,13631.96,2025-04,2025,19.71
ORD-00701,2025-07-09,Central,Madhya Pradesh,Consumer,Technology,Accessories,6,2113.46,0.0,12680.75,2698.64,2025-07,2025,21.28
ORD-00702,2025-01-16,Central,Chhattisgarh,Corporate,Technology,Accessories,6,3929.94,0.0,23579.66,3301.95,2025-01,2025,14.0
ORD-00703,2025-12-25,West,Maharashtra,Consumer,Technology,Accessories,3,1462.48,0.15,3729.33,766.93,2025-12,2025,20.56
ORD-00704,2025-10-28,South,Andhra Pradesh,Corporate,Furniture,Chairs,5,11926.36,0.0,59631.81,8113.7,2025-10,2025,13.61
ORD-00705,2025-12-17,West,Maharashtra,Consumer,Office Supplies,Binders,4,842.41,0.05,3201.15,647.71,2025-12,2025,20.23
ORD-00706,2025-12-16,West,Rajasthan,Corporate,Furniture,Tables,7,9565.76,0.0,66960.29,6229.75,2025-12,2025,9.3
ORD-00707,2025-02-24,South,Telangana,Corporate,Technology,Laptops,4,69328.81,0.0,277315.25,50292.38,2025-02,2025,18.14
ORD-00708,2025-10-01,North,Uttar Pradesh,Corporate,Technology,Phones,5,20241.45,0.0,101207.23,14458.29,2025-10,2025,14.29
ORD-00709,2025-07-15,South,Tamil Nadu,Corporate,Office Supplies,Binders,1,189.44,0.05,179.97,44.42,2025-07,2025,24.68
ORD-00710,2025-05-25,East,Bihar,Consumer,Technology,Phones,8,13862.43,0.0,110899.42,25764.51,2025-05,2025,23.23
ORD-00711,2025-10-03,East,West Bengal,Corporate,Technology,Phones,8,25044.97,0.05,190341.79,27888.2,2025-10,2025,14.65
ORD-00712,2025-07-15,East,Odisha,Home Office,Technology,Laptops,4,66644.14,0.05,253247.72,71742.74,2025-07,2025,28.33
ORD-00713,2025-07-24,West,Maharashtra,Home Office,Office Supplies,Binders,6,294.68,0.1,1591.25,162.98,2025-07,2025,10.24
ORD-00714,2025-11-26,West,Gujarat,Corporate,Office Supplies,Binders,2,389.11,0.2,622.57,105.51,2025-11,2025,16.95
ORD-00715,2025-05-08,Central,Chhattisgarh,Corporate,Office Supplies,Storage,8,4509.71,0.0,36077.7,4915.8,2025-05,2025,13.63
ORD-00716,2025-10-06,East,West Bengal,Consumer,Furniture,Bookcases,2,10801.51,0.0,21603.03,2593.04,2025-10,2025,12.0
ORD-00717,2025-01-09,South,Telangana,Corporate,Office Supplies,Binders,2,468.42,0.1,843.16,217.85,2025-01,2025,25.84
ORD-00718,2025-09-23,West,Maharashtra,Home Office,Furniture,Bookcases,3,10438.04,0.2,25051.3,3882.11,2025-09,2025,15.5
ORD-00719,2025-09-25,South,Andhra Pradesh,Consumer,Office Supplies,Storage,6,3458.15,0.0,20748.91,3164.74,2025-09,2025,15.25
ORD-00720,2025-05-06,North,Delhi,Corporate,Office Supplies,Paper,2,253.72,0.05,482.07,127.44,2025-05,2025,26.44
ORD-00721,2025-10-31,South,Tamil Nadu,Corporate,Technology,Phones,4,21523.52,0.1,77484.68,17767.49,2025-10,2025,22.93
ORD-00722,2025-04-18,South,Telangana,Consumer,Furniture,Chairs,2,6595.28,0.0,13190.56,1855.37,2025-04,2025,14.07
ORD-00723,2025-10-10,South,Telangana,Consumer,Furniture,Bookcases,5,11638.58,0.2,46554.32,9304.95,2025-10,2025,19.99
ORD-00724,2025-01-22,North,Punjab,Consumer,Office Supplies,Storage,7,4659.37,0.0,32615.57,9616.26,2025-01,2025,29.48
ORD-00725,2025-01-01,West,Rajasthan,Home Office,Office Supplies,Paper,6,373.89,0.0,2243.34,351.69,2025-01,2025,15.68
ORD-00726,2025-01-15,South,Andhra Pradesh,Corporate,Furniture,Bookcases,7,11854.08,0.1,74680.68,11350.58,2025-01,2025,15.2
ORD-00727,2025-10-23,North,Haryana,Consumer,Office Supplies,Binders,6,562.96,0.0,3377.76,629.21,2025-10,2025,18.63
ORD-00728,2025-07-29,West,Rajasthan,Consumer,Technology,Laptops,6,92469.16,0.05,527074.21,39831.79,2025-07,2025,7.56
ORD-00729,2025-09-15,East,Bihar,Corporate,Technology,Phones,6,36090.83,0.0,216545.01,41151.75,2025-09,2025,19.0
ORD-00730,2025-01-18,South,Telangana,Consumer,Technology,Laptops,4,85980.52,0.0,343922.07,65030.18,2025-01,2025,18.91
ORD-00731,2025-03-13,East,Odisha,Consumer,Office Supplies,Paper,5,321.03,0.0,1605.13,280.63,2025-03,2025,17.48
ORD-00732,2025-09-21,Central,Chhattisgarh,Consumer,Technology,Laptops,5,86134.19,0.0,430670.96,62826.54,2025-09,2025,14.59
ORD-00733,2025-06-09,East,West Bengal,Corporate,Office Supplies,Storage,3,1958.65,0.1,5288.36,1281.95,2025-06,2025,24.24
ORD-00734,2025-09-29,Central,Madhya Pradesh,Consumer,Furniture,Tables,6,6978.1,0.05,39775.19,11508.2,2025-09,2025,28.93
ORD-00735,2025-08-02,West,Gujarat,Corporate,Furniture,Bookcases,5,6449.98,0.15,27412.44,5095.32,2025-08,2025,18.59
ORD-00736,2025-02-14,West,Maharashtra,Corporate,Technology,Phones,8,40525.14,0.15,275570.95,38414.73,2025-02,2025,13.94
ORD-00737,2025-05-02,East,West Bengal,Consumer,Furniture,Tables,1,10785.85,0.0,10785.85,1673.55,2025-05,2025,15.52
ORD-00738,2025-12-11,North,Uttar Pradesh,Home Office,Furniture,Tables,1,13599.31,0.05,12919.34,1573.86,2025-12,2025,12.18
ORD-00739,2025-11-09,West,Maharashtra,Consumer,Office Supplies,Binders,1,428.83,0.1,385.95,58.48,2025-11,2025,15.15
ORD-00740,2025-10-30,West,Gujarat,Corporate,Office Supplies,Paper,7,333.66,0.0,2335.64,334.33,2025-10,2025,14.31
ORD-00741,2025-09-17,West,Gujarat,Consumer,Technology,Laptops,1,59620.26,0.0,59620.26,13568.34,2025-09,2025,22.76
ORD-00742,2025-01-15,South,Andhra Pradesh,Home Office,Office Supplies,Paper,8,435.79,0.0,3486.31,549.56,2025-01,2025,15.76
ORD-00743,2025-01-05,Central,Chhattisgarh,Home Office,Furniture,Bookcases,6,13988.74,0.15,71342.58,20069.58,2025-01,2025,28.13
ORD-00744,2025-04-25,South,Karnataka,Corporate,Furniture,Tables,7,16173.64,0.0,113215.47,34330.31,2025-04,2025,30.32
ORD-00745,2025-05-19,Central,Chhattisgarh,Consumer,Furniture,Tables,4,15074.25,0.05,57282.15,8570.68,2025-05,2025,14.96
ORD-00746,2025-12-19,North,Delhi,Consumer,Office Supplies,Storage,5,869.2,0.1,3911.41,540.98,2025-12,2025,13.83
ORD-00747,2025-09-19,West,Maharashtra,Consumer,Technology,Phones,4,33865.55,0.0,135462.21,12793.8,2025-09,2025,9.44
ORD-00748,2025-07-28,West,Maharashtra,Home Office,Technology,Laptops,4,69593.84,0.0,278375.35,5718.47,2025-07,2025,2.05
ORD-00749,2025-04-07,East,West Bengal,Consumer,Furniture,Chairs,1,6702.08,0.0,6702.08,1373.07,2025-04,2025,20.49
ORD-00750,2025-08-05,South,Tamil Nadu,Consumer,Furniture,Tables,5,6135.37,0.0,30676.85,9061.07,2025-08,2025,29.54
ORD-00751,2025-12-01,North,Uttar Pradesh,Consumer,Office Supplies,Storage,6,2830.79,0.05,16135.52,3061.55,2025-12,2025,18.97
ORD-00752,2025-09-20,West,Rajasthan,Consumer,Office Supplies,Storage,7,4809.62,0.0,33667.36,1388.32,2025-09,2025,4.12
ORD-00753,2025-02-24,West,Gujarat,Consumer,Technology,Phones,8,17247.97,0.1,124185.38,8721.7,2025-02,2025,7.02
ORD-00754,2025-09-15,North,Haryana,Home Office,Technology,Accessories,5,2557.44,0.15,10869.14,2354.91,2025-09,2025,21.67
ORD-00755,2025-11-13,East,Bihar,Home Office,Office Supplies,Storage,4,1502.33,0.05,5708.85,1440.65,2025-11,2025,25.24
ORD-00756,2025-06-22,South,Tamil Nadu,Consumer,Office Supplies,Storage,6,2763.2,0.05,15750.24,2251.31,2025-06,2025,14.29
ORD-00757,2025-01-26,West,Rajasthan,Home Office,Furniture,Chairs,6,8890.77,0.0,53344.61,9259.13,2025-01,2025,17.36
ORD-00758,2025-01-08,South,Karnataka,Consumer,Furniture,Chairs,5,4023.27,0.05,19110.55,4909.06,2025-01,2025,25.69
ORD-00759,2025-09-26,East,Bihar,Consumer,Furniture,Chairs,2,6665.07,0.0,13330.15,3787.56,2025-09,2025,28.41
ORD-00760,2025-11-03,West,Maharashtra,Home Office,Office Supplies,Paper,3,379.75,0.1,1025.32,173.3,2025-11,2025,16.9
ORD-00761,2025-07-03,South,Andhra Pradesh,Consumer,Technology,Accessories,1,2077.97,0.15,1766.27,259.4,2025-07,2025,14.69
ORD-00762,2025-06-18,West,Gujarat,Consumer,Office Supplies,Binders,5,243.88,0.0,1219.38,91.69,2025-06,2025,7.52
ORD-00763,2025-08-11,West,Gujarat,Home Office,Technology,Laptops,5,61750.98,0.05,293317.15,19578.2,2025-08,2025,6.67
ORD-00764,2025-01-12,East,Odisha,Consumer,Office Supplies,Binders,5,594.25,0.1,2674.14,442.63,2025-01,2025,16.55
ORD-00765,2025-08-18,West,Maharashtra,Consumer,Office Supplies,Binders,5,677.3,0.0,3386.52,702.58,2025-08,2025,20.75
ORD-00766,2025-10-29,North,Haryana,Consumer,Technology,Laptops,5,41761.87,0.15,177487.95,40759.5,2025-10,2025,22.96
ORD-00767,2025-04-27,East,Odisha,Consumer,Technology,Laptops,3,68576.9,0.0,205730.7,25913.83,2025-04,2025,12.6
ORD-00768,2025-10-16,South,Telangana,Consumer,Furniture,Tables,6,15697.08,0.1,84764.24,21485.39,2025-10,2025,25.35
ORD-00769,2025-08-14,North,Delhi,Consumer,Office Supplies,Binders,5,758.38,0.1,3412.73,643.59,2025-08,2025,18.86
ORD-00770,2025-09-03,East,Odisha,Consumer,Office Supplies,Binders,6,887.21,0.0,5323.29,824.42,2025-09,2025,15.49
ORD-00771,2025-04-27,West,Rajasthan,Corporate,Furniture,Bookcases,5,11507.03,0.0,57535.15,6388.75,2025-04,2025,11.1
ORD-00772,2025-04-12,East,West Bengal,Consumer,Furniture,Bookcases,5,9395.87,0.05,44630.36,13685.98,2025-04,2025,30.67
ORD-00773,2025-06-21,North,Punjab,Corporate,Technology,Laptops,2,45412.22,0.0,90824.43,26411.76,2025-06,2025,29.08
ORD-00774,2025-09-28,Central,Chhattisgarh,Home Office,Technology,Phones,7,40942.45,0.1,257937.46,63169.81,2025-09,2025,24.49
ORD-00775,2025-12-13,West,Gujarat,Consumer,Technology,Phones,3,14889.58,0.0,44668.75,10551.48,2025-12,2025,23.62
ORD-00776,2025-07-31,West,Rajasthan,Corporate,Technology,Laptops,7,41836.29,0.0,292854.04,73049.07,2025-07,2025,24.94
ORD-00777,2025-09-01,North,Uttar Pradesh,Consumer,Furniture,Tables,7,12549.12,0.05,83451.65,26164.55,2025-09,2025,31.35
ORD-00778,2025-05-18,North,Delhi,Corporate,Office Supplies,Storage,7,2484.33,0.05,16520.78,3698.85,2025-05,2025,22.39
ORD-00779,2025-12-13,North,Delhi,Consumer,Furniture,Bookcases,2,9597.23,0.1,17275.01,2786.77,2025-12,2025,16.13
ORD-00780,2025-08-24,North,Delhi,Home Office,Office Supplies,Binders,3,195.95,0.05,558.46,117.55,2025-08,2025,21.05
ORD-00781,2025-06-30,South,Tamil Nadu,Consumer,Technology,Laptops,7,78833.98,0.1,496654.05,65801.63,2025-06,2025,13.25
ORD-00782,2025-09-06,South,Telangana,Consumer,Office Supplies,Paper,7,92.82,0.05,617.26,83.32,2025-09,2025,13.5
ORD-00783,2025-04-09,Central,Madhya Pradesh,Corporate,Office Supplies,Paper,5,535.95,0.05,2545.78,811.95,2025-04,2025,31.89
ORD-00784,2025-05-23,South,Karnataka,Consumer,Office Supplies,Binders,1,793.5,0.05,753.82,90.99,2025-05,2025,12.07
ORD-00785,2025-02-13,South,Andhra Pradesh,Corporate,Technology,Phones,5,22602.29,0.0,113011.46,28052.14,2025-02,2025,24.82
ORD-00786,2025-11-16,North,Uttar Pradesh,Consumer,Furniture,Bookcases,1,14986.72,0.0,14986.72,1895.76,2025-11,2025,12.65
ORD-00787,2025-10-19,West,Gujarat,Consumer,Office Supplies,Storage,8,4853.19,0.0,38825.5,4748.7,2025-10,2025,12.23
ORD-00788,2025-10-14,Central,Chhattisgarh,Consumer,Office Supplies,Paper,7,583.81,0.0,4086.65,647.8,2025-10,2025,15.85
ORD-00789,2025-11-30,Central,Madhya Pradesh,Consumer,Technology,Phones,2,15744.01,0.05,29913.61,5906.25,2025-11,2025,19.74
ORD-00790,2025-02-04,East,West Bengal,Consumer,Technology,Phones,2,13193.77,0.0,26387.54,3517.02,2025-02,2025,13.33
ORD-00791,2025-11-25,West,Gujarat,Corporate,Technology,Laptops,8,47148.71,0.0,377189.71,95215.28,2025-11,2025,25.24
ORD-00792,2025-04-13,North,Punjab,Corporate,Furniture,Tables,4,14786.59,0.0,59146.37,7834.74,2025-04,2025,13.25
ORD-00793,2025-08-22,West,Gujarat,Consumer,Office Supplies,Binders,8,146.8,0.1,1056.97,207.03,2025-08,2025,19.59
ORD-00794,2025-02-26,South,Tamil Nadu,Consumer,Furniture,Bookcases,5,14187.51,0.0,70937.54,22508.3,2025-02,2025,31.73
ORD-00795,2025-08-23,North,Punjab,Corporate,Technology,Phones,1,21077.75,0.0,21077.75,4813.61,2025-08,2025,22.84
ORD-00796,2025-06-07,West,Gujarat,Consumer,Office Supplies,Paper,1,267.4,0.2,213.92,30.8,2025-06,2025,14.4
ORD-00797,2025-06-05,North,Delhi,Consumer,Furniture,Bookcases,2,11266.22,0.2,18025.95,5091.53,2025-06,2025,28.25
ORD-00798,2025-07-08,South,Andhra Pradesh,Corporate,Technology,Laptops,3,72959.98,0.15,186047.94,47851.79,2025-07,2025,25.72
ORD-00799,2025-08-18,Central,Madhya Pradesh,Consumer,Technology,Laptops,8,52269.18,0.2,334522.73,39315.72,2025-08,2025,11.75
ORD-00800,2025-03-04,East,Bihar,Corporate,Office Supplies,Paper,5,454.22,0.05,2157.55,581.46,2025-03,2025,26.95
ORD-00801,2025-08-30,Central,Madhya Pradesh,Consumer,Furniture,Tables,1,5753.41,0.05,5465.74,1348.71,2025-08,2025,24.68
ORD-00802,2025-01-04,South,Telangana,Consumer,Office Supplies,Binders,8,449.84,0.0,3598.69,916.78,2025-01,2025,25.48
ORD-00803,2025-08-06,North,Uttar Pradesh,Consumer,Technology,Laptops,1,84935.71,0.1,76442.14,23257.49,2025-08,2025,30.42
ORD-00804,2025-01-06,North,Haryana,Corporate,Furniture,Chairs,4,4377.05,0.05,16632.8,2063.6,2025-01,2025,12.41
ORD-00805,2025-05-01,West,Maharashtra,Consumer,Office Supplies,Storage,3,3752.73,0.05,10695.27,1416.38,2025-05,2025,13.24
ORD-00806,2025-12-27,West,Gujarat,Consumer,Furniture,Chairs,6,4026.8,0.0,24160.79,4668.28,2025-12,2025,19.32
ORD-00807,2025-10-17,North,Haryana,Home Office,Technology,Phones,4,16181.48,0.0,64725.92,12231.56,2025-10,2025,18.9
ORD-00808,2025-10-30,East,Odisha,Home Office,Technology,Phones,2,17524.73,0.2,28039.56,3758.03,2025-10,2025,13.4
ORD-00809,2025-03-07,South,Karnataka,Corporate,Office Supplies,Binders,4,516.5,0.0,2065.99,569.61,2025-03,2025,27.57
ORD-00810,2025-07-09,North,Haryana,Home Office,Office Supplies,Binders,6,618.07,0.05,3522.98,858.68,2025-07,2025,24.37
ORD-00811,2025-01-18,East,Bihar,Consumer,Furniture,Chairs,3,5557.97,0.05,15840.21,3375.97,2025-01,2025,21.31
ORD-00812,2025-06-02,North,Uttar Pradesh,Consumer,Furniture,Chairs,4,2826.16,0.0,11304.62,1901.51,2025-06,2025,16.82
ORD-00813,2025-07-11,North,Haryana,Consumer,Furniture,Tables,5,15500.7,0.0,77503.52,19328.27,2025-07,2025,24.94
ORD-00814,2025-04-20,Central,Chhattisgarh,Consumer,Office Supplies,Paper,6,562.48,0.0,3374.87,682.63,2025-04,2025,20.23
ORD-00815,2025-02-20,Central,Chhattisgarh,Corporate,Office Supplies,Binders,3,414.94,0.0,1244.82,242.7,2025-02,2025,19.5
ORD-00816,2025-04-21,North,Haryana,Consumer,Technology,Phones,8,11843.57,0.05,90011.11,25406.33,2025-04,2025,28.23
ORD-00817,2025-03-20,Central,Madhya Pradesh,Corporate,Furniture,Chairs,4,8210.23,0.2,26272.73,6833.29,2025-03,2025,26.01
ORD-00818,2025-11-10,East,Bihar,Corporate,Office Supplies,Storage,4,4403.54,0.0,17614.18,2189.05,2025-11,2025,12.43
ORD-00819,2025-10-17,Central,Chhattisgarh,Home Office,Technology,Accessories,3,5335.52,0.0,16006.55,2555.93,2025-10,2025,15.97
ORD-00820,2025-09-06,Central,Madhya Pradesh,Home Office,Technology,Accessories,5,2826.58,0.0,14132.9,2896.35,2025-09,2025,20.49
ORD-00821,2025-11-12,South,Karnataka,Corporate,Furniture,Bookcases,4,13767.12,0.0,55068.49,13888.57,2025-11,2025,25.22
ORD-00822,2025-07-15,East,Bihar,Corporate,Office Supplies,Storage,5,3146.55,0.1,14159.47,4441.08,2025-07,2025,31.36
ORD-00823,2025-02-17,South,Andhra Pradesh,Consumer,Technology,Phones,8,22651.74,0.15,154031.84,27534.57,2025-02,2025,17.88
ORD-00824,2025-11-25,Central,Chhattisgarh,Consumer,Office Supplies,Storage,3,4078.12,0.0,12234.37,2775.36,2025-11,2025,22.68
ORD-00825,2025-09-26,East,Bihar,Consumer,Furniture,Chairs,8,9748.68,0.0,77989.47,11372.99,2025-09,2025,14.58
ORD-00826,2025-11-04,South,Tamil Nadu,Corporate,Office Supplies,Storage,8,1373.65,0.0,10989.22,1783.6,2025-11,2025,16.23
ORD-00827,2025-05-16,South,Tamil Nadu,Consumer,Technology,Laptops,1,48299.83,0.0,48299.83,8869.13,2025-05,2025,18.36
ORD-00828,2025-06-28,South,Telangana,Consumer,Office Supplies,Binders,3,623.04,0.2,1495.3,337.47,2025-06,2025,22.57
ORD-00829,2025-08-04,South,Karnataka,Consumer,Technology,Laptops,1,43751.55,0.0,43751.55,8537.92,2025-08,2025,19.51
ORD-00830,2025-12-28,North,Delhi,Corporate,Furniture,Tables,7,7743.57,0.0,54205.01,16544.95,2025-12,2025,30.52
ORD-00831,2025-08-22,South,Andhra Pradesh,Consumer,Technology,Accessories,7,4661.32,0.0,32629.26,5628.61,2025-08,2025,17.25
ORD-00832,2025-05-22,Central,Chhattisgarh,Consumer,Office Supplies,Binders,7,198.6,0.0,1390.23,215.32,2025-05,2025,15.49
ORD-00833,2025-10-14,South,Tamil Nadu,Corporate,Technology,Accessories,7,4011.51,0.15,23868.49,2183.51,2025-10,2025,9.15
ORD-00834,2025-01-31,South,Tamil Nadu,Consumer,Furniture,Tables,2,4879.37,0.1,8782.87,2513.68,2025-01,2025,28.62
ORD-00835,2025-04-22,West,Maharashtra,Corporate,Office Supplies,Binders,2,508.64,0.15,864.69,171.91,2025-04,2025,19.88
ORD-00836,2025-12-26,West,Maharashtra,Corporate,Technology,Accessories,3,3348.13,0.0,10044.38,1535.08,2025-12,2025,15.28
ORD-00837,2025-01-06,West,Rajasthan,Home Office,Office Supplies,Paper,4,545.61,0.0,2182.44,295.09,2025-01,2025,13.52
ORD-00838,2025-02-16,South,Telangana,Corporate,Office Supplies,Binders,5,778.99,0.15,3310.7,611.51,2025-02,2025,18.47
ORD-00839,2025-03-10,East,West Bengal,Home Office,Office Supplies,Binders,7,131.15,0.05,872.13,167.11,2025-03,2025,19.16
ORD-00840,2025-09-29,South,Andhra Pradesh,Home Office,Office Supplies,Storage,8,1922.03,0.15,13069.77,1380.45,2025-09,2025,10.56
ORD-00841,2025-02-19,West,Maharashtra,Corporate,Office Supplies,Storage,4,2496.56,0.1,8987.6,2103.38,2025-02,2025,23.4
ORD-00842,2025-06-09,East,Bihar,Corporate,Office Supplies,Storage,2,843.27,0.0,1686.53,240.57,2025-06,2025,14.26
ORD-00843,2025-08-04,South,Tamil Nadu,Corporate,Technology,Laptops,7,52030.77,0.0,364215.38,110407.62,2025-08,2025,30.31
ORD-00844,2025-03-31,South,Tamil Nadu,Consumer,Office Supplies,Paper,3,590.44,0.15,1505.62,212.09,2025-03,2025,14.09
ORD-00845,2025-06-15,North,Haryana,Corporate,Technology,Laptops,7,43955.71,0.0,307690.0,40884.3,2025-06,2025,13.29
ORD-00846,2025-06-10,North,Delhi,Consumer,Office Supplies,Paper,1,159.46,0.0,159.46,25.18,2025-06,2025,15.79
ORD-00847,2025-01-04,South,Tamil Nadu,Consumer,Furniture,Chairs,8,4396.08,0.15,29893.35,3564.61,2025-01,2025,11.92
ORD-00848,2025-03-01,West,Rajasthan,Consumer,Office Supplies,Storage,3,3772.28,0.05,10751.01,874.37,2025-03,2025,8.13
ORD-00849,2025-03-25,North,Delhi,Home Office,Office Supplies,Storage,2,2774.63,0.2,4439.41,1016.28,2025-03,2025,22.89
ORD-00850,2025-06-28,West,Maharashtra,Consumer,Office Supplies,Binders,2,550.22,0.0,1100.43,224.16,2025-06,2025,20.37
ORD-00851,2025-10-07,West,Maharashtra,Consumer,Technology,Phones,5,26355.35,0.05,125187.93,11101.58,2025-10,2025,8.87
ORD-00852,2025-07-28,West,Gujarat,Corporate,Furniture,Tables,6,16471.43,0.05,93887.14,18202.35,2025-07,2025,19.39
ORD-00853,2025-05-23,South,Telangana,Home Office,Office Supplies,Storage,8,3966.69,0.0,31733.52,8141.73,2025-05,2025,25.66
ORD-00854,2025-05-26,North,Haryana,Home Office,Office Supplies,Binders,8,273.06,0.1,1966.05,251.59,2025-05,2025,12.8
ORD-00855,2025-02-24,South,Karnataka,Consumer,Office Supplies,Binders,6,202.85,0.1,1095.41,151.1,2025-02,2025,13.79
ORD-00856,2025-07-23,South,Andhra Pradesh,Corporate,Technology,Phones,7,15142.31,0.0,105996.14,33009.83,2025-07,2025,31.14
ORD-00857,2025-12-24,Central,Madhya Pradesh,Consumer,Furniture,Bookcases,3,8577.33,0.05,24445.38,2976.35,2025-12,2025,12.18
ORD-00858,2025-08-18,North,Delhi,Consumer,Office Supplies,Storage,6,4801.06,0.05,27366.03,7436.3,2025-08,2025,27.17
ORD-00859,2025-07-18,North,Delhi,Consumer,Office Supplies,Storage,4,1512.83,0.0,6051.34,1248.53,2025-07,2025,20.63
ORD-00860,2025-12-09,Central,Chhattisgarh,Consumer,Office Supplies,Storage,3,4053.24,0.05,11551.75,2629.94,2025-12,2025,22.77
ORD-00861,2025-10-26,East,West Bengal,Consumer,Technology,Accessories,1,4291.36,0.0,4291.36,570.87,2025-10,2025,13.3
ORD-00862,2025-08-12,East,Odisha,Consumer,Furniture,Bookcases,2,9229.43,0.15,15690.04,3541.14,2025-08,2025,22.57
ORD-00863,2025-05-17,North,Uttar Pradesh,Corporate,Furniture,Bookcases,4,14524.0,0.0,58095.99,16798.9,2025-05,2025,28.92
ORD-00864,2025-06-01,South,Karnataka,Consumer,Furniture,Tables,7,10686.33,0.2,59843.46,15052.91,2025-06,2025,25.15
ORD-00865,2025-08-16,South,Tamil Nadu,Corporate,Office Supplies,Storage,8,4919.22,0.15,33450.68,9379.96,2025-08,2025,28.04
ORD-00866,2025-04-22,West,Gujarat,Consumer,Technology,Phones,7,36936.01,0.15,219769.23,35884.19,2025-04,2025,16.33
ORD-00867,2025-07-20,South,Karnataka,Consumer,Furniture,Bookcases,2,6996.81,0.05,13293.94,2935.5,2025-07,2025,22.08
ORD-00868,2025-10-18,South,Tamil Nadu,Consumer,Technology,Accessories,4,3764.34,0.0,15057.37,3993.89,2025-10,2025,26.52
ORD-00869,2025-02-10,West,Rajasthan,Corporate,Furniture,Chairs,1,7791.19,0.0,7791.19,897.16,2025-02,2025,11.52
ORD-00870,2025-08-04,South,Tamil Nadu,Consumer,Technology,Accessories,3,1439.98,0.15,3671.95,667.41,2025-08,2025,18.18
ORD-00871,2025-12-23,Central,Chhattisgarh,Consumer,Furniture,Bookcases,7,7773.09,0.1,48970.47,15367.06,2025-12,2025,31.38
ORD-00872,2025-04-08,South,Andhra Pradesh,Corporate,Technology,Accessories,5,3718.05,0.05,17660.73,5350.55,2025-04,2025,30.3
ORD-00873,2025-09-28,South,Tamil Nadu,Corporate,Technology,Phones,2,11687.08,0.0,23374.16,3947.61,2025-09,2025,16.89
ORD-00874,2025-12-13,East,West Bengal,Consumer,Office Supplies,Storage,8,5306.35,0.0,42450.81,13500.1,2025-12,2025,31.8
ORD-00875,2025-06-26,East,West Bengal,Corporate,Technology,Laptops,4,63282.09,0.0,253128.36,50618.52,2025-06,2025,20.0
ORD-00876,2025-01-13,North,Haryana,Home Office,Furniture,Chairs,8,8086.52,0.0,64692.16,13881.99,2025-01,2025,21.46
ORD-00877,2025-09-12,North,Uttar Pradesh,Corporate,Furniture,Tables,8,15985.54,0.1,115095.85,14769.17,2025-09,2025,12.83
ORD-00878,2025-08-01,East,Bihar,Consumer,Furniture,Chairs,8,9827.48,0.0,78619.84,14706.44,2025-08,2025,18.71
ORD-00879,2025-11-15,West,Maharashtra,Consumer,Technology,Laptops,6,73415.64,0.05,418469.17,85759.8,2025-11,2025,20.49
ORD-00880,2025-09-24,North,Uttar Pradesh,Home Office,Technology,Accessories,5,2162.8,0.2,8651.19,1780.19,2025-09,2025,20.58
ORD-00881,2025-08-20,South,Karnataka,Consumer,Office Supplies,Binders,2,810.99,0.0,1621.98,284.39,2025-08,2025,17.53
ORD-00882,2025-10-23,West,Maharashtra,Consumer,Office Supplies,Storage,5,2059.66,0.0,10298.28,1955.81,2025-10,2025,18.99
ORD-00883,2025-01-07,West,Gujarat,Consumer,Furniture,Bookcases,8,5997.29,0.0,47978.29,8517.54,2025-01,2025,17.75
ORD-00884,2025-12-02,Central,Madhya Pradesh,Home Office,Furniture,Tables,4,7005.26,0.0,28021.03,7379.13,2025-12,2025,26.33
ORD-00885,2025-12-10,West,Gujarat,Consumer,Technology,Accessories,4,5061.7,0.0,20246.8,1531.67,2025-12,2025,7.56
ORD-00886,2025-09-07,West,Rajasthan,Consumer,Furniture,Tables,1,5256.39,0.05,4993.57,207.61,2025-09,2025,4.16
